stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Documents\CSI2P-Final-Project-Template\CSI2P-Final-Project-Template\SourceCode\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.66548] added dtor for sample_instance 0000000002c77a20, func 00007ffcc2a6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66549] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66550] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66551] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66552] added dtor for sample_instance 0000000002c874c0, func 00007ffcc2a6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66553] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66554] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66554] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66555] added dtor for sample_instance 0000000002c875e0, func 00007ffcc2a6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66556] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66557] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66558] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66559] added dtor for sample_instance 0000000002c873a0, func 00007ffcc2a6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66560] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66560] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66561] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66562] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.66583] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.66584]     ascent=12.0, descent=-4.0, height=15.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.66585] added dtor for ttf_font 0000000002c73460, func 00007ffcc2a64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66586] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.66601] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.66602]     ascent=10.0, descent=-4.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.66603] added dtor for ttf_font 0000000002c730a0, func 00007ffcc2a64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66604] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.66613] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.66615]     ascent=24.0, descent=-7.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.66616] added dtor for ttf_font 0000000002c9b500, func 00007ffcc2a64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66617] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.66627] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.66628]     ascent=20.0, descent=-8.0, height=27.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.66630] added dtor for ttf_font 0000000002c9b830, func 00007ffcc2a64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66631] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.66639] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.66640]     ascent=36.0, descent=-11.0, height=46.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.66641] added dtor for ttf_font 0000000002c9b470, func 00007ffcc2a64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66642] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.66652] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.66653]     ascent=30.0, descent=-11.0, height=41.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.66654] added dtor for ttf_font 0000000002c9b4d0, func 00007ffcc2a64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66727] opening ./assets/image/ending/end_fail.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66739] opening ./assets/image/ending/end_fail.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66752] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66754] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66754] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66755] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66756] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66757] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66758] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66758] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66759] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.66760] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.66761] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.66762] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.66763] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.66971] added dtor for bitmap 0000000002caf4c0, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.67694] opening ./assets/image/ending/end_perfect.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.67714] opening ./assets/image/ending/end_perfect.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67722] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67723] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67724] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67725] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67726] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67727] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67728] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67728] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67729] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.67730] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.67731] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.67732] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.67733] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.67981] added dtor for bitmap 0000000002cc6010, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68621] opening ./assets/image/ending/end_club.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68640] opening ./assets/image/ending/end_club.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68651] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68652] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68653] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68654] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68655] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68656] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68657] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68658] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.68659] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.68660] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.68660] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.68662] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.68662] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.69040] added dtor for bitmap 0000000002cc7ad0, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.69764] opening ./assets/image/ending/end_love.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.69784] opening ./assets/image/ending/end_love.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69796] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69798] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69799] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69800] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69802] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69803] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69804] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69805] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.69807] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.69808] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.69809] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.69811] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.69812] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.70116] added dtor for bitmap 0000000002cc7c80, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.70937] opening ./assets/image/ending/end_study.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.70966] opening ./assets/image/ending/end_study.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70986] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70988] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70990] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70992] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70993] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70995] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70997] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70998] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.71000] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.71002] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.71004] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.71006] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.71299] added dtor for bitmap 0000000002cc9dc0, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.71978] opening ./assets/gif/Hero/dragonite_front.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72012] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72016] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72018] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72019] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72020] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72021] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72024] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72025] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72027] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.72030] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.72031] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.72034] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.72038] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.72092] added dtor for bitmap 0000000002cc7520, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72343] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72349] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72350] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72352] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72353] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72354] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72355] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72356] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.72358] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.72359] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.72361] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.72363] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.72364] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.72980] added dtor for bitmap 0000000002cc76d0, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.73126] opening ./assets/image/bed.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.73150] opening ./assets/image/bed.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73171] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73177] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73179] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73181] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73183] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73184] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73186] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73188] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.73189] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.73191] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.73193] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.73195] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.73196] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.73321] added dtor for bitmap 0000000002cc5c60, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.74212] opening ./assets/image/candle.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.74237] opening ./assets/image/candle.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74252] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74255] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74257] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74259] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74261] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74263] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74264] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74266] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74268] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.74270] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.74273] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.74275] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.74278] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.74387] added dtor for bitmap 0000000002cc5e10, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.74630] opening ./assets/image/closet.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.74645] opening ./assets/image/closet.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74654] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74657] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74658] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74659] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74661] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74662] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74663] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74664] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.74665] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.74666] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.74667] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.74668] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.74670] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.74714] added dtor for bitmap 0000000002cc0550, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.75058] opening ./assets/image/door.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.75078] opening ./assets/image/door.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75089] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75091] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75092] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75093] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75094] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75096] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75098] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75099] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75100] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.75101] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.75103] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.75105] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.75107] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.75173] added dtor for bitmap 0000000002cc2a10, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.75686] opening ./assets/image/background.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.75705] opening ./assets/image/background.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75715] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75717] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75719] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75720] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75721] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75722] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75724] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75725] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75726] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.75728] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.75730] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.75733] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.75735] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.76065] added dtor for bitmap 0000000002cc2350, func 00007ffcc2941bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.87263] opening ./assets/image/StartBackground.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.87299] opening ./assets/image/StartBackground.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87316] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87319] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87321] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87322] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87324] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87326] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87328] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87329] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.87331] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.87333] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.87335] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.87337] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.87338] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.87574] added dtor for bitmap 0000000002cc2d70, func 00007ffcc2941bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88230] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88235] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88236] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88238] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88239] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88240] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88241] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88242] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.88243] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.88245] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.88246] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.88247] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.88249] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.88360] Glyph 54: 20x23 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.88365] Locking glyph region: 0000000002cc2bc0 0 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.88381] Unlocking page: 0000000002cc2bc0
font     D                ttf.c:243  alloc_glyph_region               [   0.88394] Glyph 55: 22x23 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.88396] Locking glyph region: 0000000002cc2bc0 20 0 24 24
font     D                ttf.c:167  unlock_current_page              [   0.88409] Unlocking page: 0000000002cc2bc0
font     D                ttf.c:243  alloc_glyph_region               [   0.88424] Glyph 36: 26x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.88426] Locking glyph region: 0000000002cc2bc0 44 0 28 24
font     D                ttf.c:167  unlock_current_page              [   0.88437] Unlocking page: 0000000002cc2bc0
font     D                ttf.c:243  alloc_glyph_region               [   0.88451] Glyph 53: 25x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.88453] Locking glyph region: 0000000002cc2bc0 72 0 28 24
font     D                ttf.c:167  unlock_current_page              [   0.88463] Unlocking page: 0000000002cc2bc0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89114] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89134] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89313] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89320] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89570] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89574] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.89838] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.89845] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90157] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90492] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90502] _al_d3d_sync_bitmap (video) ref count == 1
